country_code,date,tmax_c,tmean_c,threshold_p90_c,anomaly_c,is_hot_day,heatwave_id,heatwave_day,heatwave_length
AT,2022-03-07,2.58,-0.41,15.02,-12.44,False,,,
AT,2022-03-08,7.14,1.44,15.07,-7.93,False,,,
AT,2022-03-09,10.13,2.93,15.19,-5.06,False,,,
AT,2022-03-10,7.31,2.27,15.66,-8.35,False,,,
AT,2022-03-11,3.56,-0.99,15.71,-12.15,False,,,
AT,2022-03-12,6.43,0.76,15.41,-8.98,False,,,
AT,2022-03-13,9.61,3.13,16.17,-6.56,False,,,
AT,2022-03-14,14.03,5.59,16.67,-2.64,False,,,
AT,2022-03-15,14.04,7.11,16.67,-2.63,False,,,
AT,2022-03-16,11.26,7.73,17.26,-6.0,False,,,
AT,2022-03-17,12.51,6.49,17.39,-4.88,False,,,
AT,2022-03-18,11.0,5.2,17.39,-6.39,False,,,
AT,2022-03-19,10.28,4.99,17.83,-7.55,False,,,
AT,2022-03-20,9.69,4.09,17.47,-7.78,False,,,
AT,2022-03-21,10.97,4.21,17.85,-6.88,False,,,
AT,2022-03-22,14.18,5.7,18.3,-4.12,False,,,
AT,2022-03-23,18.28,8.53,18.61,-0.33,False,,,
AT,2022-03-24,19.44,10.88,19.04,0.4,True,,,
AT,2022-03-25,17.85,10.05,19.4,-1.55,False,,,
AT,2022-03-26,18.04,10.73,19.45,-1.41,False,,,
AT,2022-03-27,16.3,10.92,20.03,-3.73,False,,,
AT,2022-03-28,20.28,12.48,20.22,0.06,True,,,
AT,2022-03-29,20.6,14.46,20.29,0.31,True,,,
AT,2022-03-30,16.12,11.82,20.31,-4.19,False,,,
AT,2022-03-31,9.91,7.52,20.4,-10.49,False,,,
AT,2022-04-01,6.83,4.34,20.59,-13.76,False,,,
AT,2022-04-02,4.89,2.3,20.66,-15.77,False,,,
AT,2022-04-03,5.26,2.66,20.69,-15.43,False,,,
AT,2022-04-04,8.86,3.97,20.71,-11.85,False,,,
AT,2022-04-05,10.72,7.64,20.79,-10.07,False,,,
AT,2022-04-06,18.26,12.21,21.2,-2.94,False,,,
AT,2022-04-07,18.22,13.35,21.3,-3.08,False,,,
AT,2022-04-08,15.71,11.63,21.69,-5.98,False,,,
AT,2022-04-09,10.11,7.89,21.42,-11.31,False,,,
AT,2022-04-10,10.15,5.27,21.7,-11.55,False,,,
AT,2022-04-11,11.92,6.21,21.7,-9.78,False,,,
AT,2022-04-12,15.86,8.32,21.95,-6.09,False,,,
AT,2022-04-13,18.98,12.25,22.06,-3.08,False,,,
AT,2022-04-14,22.06,14.8,22.06,0.0,True,,,
AT,2022-04-15,18.14,13.42,22.06,-3.92,False,,,
AT,2022-04-16,9.83,8.1,22.06,-12.23,False,,,
AT,2022-04-17,12.23,7.2,22.06,-9.83,False,,,
AT,2022-04-18,11.18,6.97,22.21,-11.03,False,,,
AT,2022-04-19,9.57,5.54,22.23,-12.66,False,,,
AT,2022-04-20,12.31,7.06,22.28,-9.97,False,,,
AT,2022-04-21,16.42,9.52,22.44,-6.02,False,,,
AT,2022-04-22,10.94,8.34,22.77,-11.83,False,,,
AT,2022-04-23,14.18,10.36,23.32,-9.14,False,,,
AT,2022-04-24,19.6,12.23,23.28,-3.68,False,,,
AT,2022-04-25,15.79,11.45,23.28,-7.49,False,,,
AT,2022-04-26,15.16,10.18,23.42,-8.26,False,,,
AT,2022-04-27,13.32,9.7,23.32,-10.0,False,,,
AT,2022-04-28,17.23,11.98,23.32,-6.09,False,,,
AT,2022-04-29,18.2,12.45,23.28,-5.08,False,,,
AT,2022-04-30,19.62,12.95,23.28,-3.66,False,,,
AT,2022-05-01,18.12,12.5,23.24,-5.12,False,,,
AT,2022-05-02,20.03,14.36,23.25,-3.22,False,,,
AT,2022-05-03,21.18,15.44,23.32,-2.14,False,,,
AT,2022-05-04,20.53,14.81,23.43,-2.9,False,,,
AT,2022-05-05,20.77,15.43,23.84,-3.07,False,,,
AT,2022-05-06,19.16,15.16,23.84,-4.68,False,,,
AT,2022-05-07,18.1,14.58,23.73,-5.63,False,,,
AT,2022-05-08,19.17,15.21,23.62,-4.45,False,,,
AT,2022-05-09,21.7,16.66,23.62,-1.92,False,,,
AT,2022-05-10,22.72,16.96,23.15,-0.43,False,,,
AT,2022-05-11,26.97,19.64,23.15,3.82,True,AT-2022-05-11,1,3
AT,2022-05-12,28.2,21.61,23.62,4.58,True,AT-2022-05-11,2,3
AT,2022-05-13,23.77,19.02,23.62,0.15,True,AT-2022-05-11,3,3
AT,2022-05-14,22.98,17.6,23.73,-0.75,False,,,
AT,2022-05-15,24.33,18.65,23.99,0.34,True,,,
AT,2022-05-16,25.85,19.69,24.42,1.43,True,,,
AT,2022-05-17,21.72,17.82,24.33,-2.61,False,,,
AT,2022-05-18,20.15,15.96,24.3,-4.15,False,,,
AT,2022-05-19,24.88,17.64,24.02,0.86,True,AT-2022-05-19,1,3
AT,2022-05-20,28.71,22.54,24.21,4.5,True,AT-2022-05-19,2,3
AT,2022-05-21,25.28,20.93,24.3,0.98,True,AT-2022-05-19,3,3
AT,2022-05-22,23.02,18.02,24.75,-1.73,False,,,
AT,2022-05-23,22.83,17.77,24.9,-2.07,False,,,
AT,2022-05-24,23.83,18.59,25.07,-1.24,False,,,
AT,2022-05-25,19.89,16.16,25.3,-5.41,False,,,
AT,2022-05-26,22.78,17.89,25.9,-3.12,False,,,
AT,2022-05-27,24.04,19.06,25.96,-1.92,False,,,
AT,2022-05-28,17.73,14.1,26.53,-8.8,False,,,
AT,2022-05-29,16.15,12.22,26.87,-10.72,False,,,
AT,2022-05-30,18.26,13.56,26.93,-8.67,False,,,
AT,2022-05-31,23.56,16.68,27.21,-3.65,False,,,
AT,2022-06-01,23.94,18.8,27.45,-3.51,False,,,
AT,2022-06-02,23.13,18.93,27.61,-4.48,False,,,
AT,2022-06-03,27.61,21.27,27.86,-0.25,False,,,
AT,2022-06-04,28.59,22.59,28.21,0.38,True,,,
AT,2022-06-05,26.9,21.84,28.6,-1.7,False,,,
AT,2022-06-06,24.48,20.04,28.67,-4.19,False,,,
AT,2022-06-07,23.31,18.42,28.71,-5.4,False,,,
AT,2022-06-08,22.04,18.27,28.9,-6.86,False,,,
AT,2022-06-09,19.98,16.83,28.9,-8.92,False,,,
AT,2022-06-10,20.68,17.02,28.9,-8.22,False,,,
AT,2022-06-11,24.35,19.48,28.96,-4.61,False,,,
AT,2022-06-12,26.72,20.57,29.68,-2.96,False,,,
AT,2022-06-13,24.33,19.1,29.89,-5.56,False,,,
AT,2022-06-14,22.67,17.69,30.11,-7.44,False,,,
AT,2022-06-15,25.38,19.27,30.56,-5.18,False,,,
AT,2022-06-16,27.39,20.35,30.87,-3.48,False,,,
AT,2022-06-17,24.0,20.06,30.92,-6.92,False,,,
AT,2022-06-18,27.34,21.11,31.0,-3.66,False,,,
AT,2022-06-19,28.98,23.23,31.03,-2.05,False,,,
AT,2022-06-20,29.95,23.28,31.08,-1.13,False,,,
AT,2022-06-21,23.7,19.35,31.3,-7.6,False,,,
AT,2022-06-22,25.8,20.38,31.38,-5.58,False,,,
AT,2022-06-23,26.85,21.82,31.45,-4.6,False,,,
AT,2022-06-24,27.65,22.42,31.55,-3.9,False,,,
AT,2022-06-25,23.01,19.55,31.59,-8.58,False,,,
AT,2022-06-26,27.6,22.51,31.76,-4.16,False,,,
AT,2022-06-27,31.89,26.04,31.76,0.13,True,,,
AT,2022-06-28,28.7,24.11,31.69,-2.99,False,,,
AT,2022-06-29,29.9,24.19,31.91,-2.01,False,,,
AT,2022-06-30,29.48,24.04,31.91,-2.43,False,,,
AT,2022-07-01,29.55,22.88,31.91,-2.36,False,,,
AT,2022-07-02,24.34,19.24,31.71,-7.37,False,,,
AT,2022-07-03,28.28,22.27,32.2,-3.92,False,,,
AT,2022-07-04,28.91,23.43,31.92,-3.01,False,,,
AT,2022-07-05,22.83,19.62,32.02,-9.19,False,,,
AT,2022-07-06,23.59,19.73,32.2,-8.61,False,,,
AT,2022-07-07,22.07,18.07,32.04,-9.97,False,,,
AT,2022-07-08,19.6,16.67,31.7,-12.1,False,,,
AT,2022-07-09,23.82,18.48,31.7,-7.88,False,,,
AT,2022-07-10,20.7,16.89,31.7,-11.0,False,,,
AT,2022-07-11,22.29,17.37,31.7,-9.41,False,,,
AT,2022-07-12,23.39,18.59,31.79,-8.4,False,,,
AT,2022-07-13,29.18,22.68,31.83,-2.65,False,,,
AT,2022-07-14,32.5,26.39,31.66,0.84,True,,,
AT,2022-07-15,25.13,20.93,31.79,-6.66,False,,,
AT,2022-07-16,26.74,20.9,31.83,-5.09,False,,,
AT,2022-07-17,25.28,20.13,32.23,-6.95,False,,,
AT,2022-07-18,27.86,21.75,32.08,-4.22,False,,,
AT,2022-07-19,31.23,24.52,32.08,-0.85,True,AT-2022-07-19,1,7
AT,2022-07-20,33.91,26.66,32.23,1.68,True,AT-2022-07-19,2,7
AT,2022-07-21,33.1,26.81,32.23,0.87,True,AT-2022-07-19,3,7
AT,2022-07-22,32.98,27.22,32.08,0.9,True,AT-2022-07-19,4,7
AT,2022-07-23,32.26,27.24,32.08,0.18,True,AT-2022-07-19,5,7
AT,2022-07-24,30.72,25.31,32.23,-1.51,True,AT-2022-07-19,6,7
AT,2022-07-25,33.13,26.75,32.23,0.9,True,AT-2022-07-19,7,7
AT,2022-07-26,26.07,21.99,32.08,-6.01,False,,,
AT,2022-07-27,27.16,20.81,32.08,-4.92,False,,,
AT,2022-07-28,27.53,21.91,32.12,-4.59,False,,,
AT,2022-07-29,27.42,21.42,32.07,-4.65,False,,,
AT,2022-07-30,22.94,20.08,32.05,-9.11,False,,,
AT,2022-07-31,27.08,21.83,31.75,-4.67,False,,,
AT,2022-08-01,27.97,23.1,31.75,-3.78,False,,,
AT,2022-08-02,27.24,22.42,32.06,-4.82,False,,,
AT,2022-08-03,30.44,24.29,32.12,-1.68,True,AT-2022-08-03,1,3
AT,2022-08-04,32.12,25.6,32.22,-0.1,True,AT-2022-08-03,2,3
AT,2022-08-05,34.65,27.68,32.36,2.29,True,AT-2022-08-03,3,3
AT,2022-08-06,25.54,21.96,32.65,-7.11,False,,,
AT,2022-08-07,26.31,20.67,33.05,-6.74,False,,,
AT,2022-08-08,24.82,19.11,33.19,-8.37,False,,,
AT,2022-08-09,27.07,20.7,33.05,-5.98,False,,,
AT,2022-08-10,26.86,21.28,33.05,-6.19,False,,,
AT,2022-08-11,26.38,21.0,33.05,-6.67,False,,,
AT,2022-08-12,25.12,20.18,33.05,-7.93,False,,,
AT,2022-08-13,26.67,21.57,32.99,-6.32,False,,,
AT,2022-08-14,26.21,21.59,32.99,-6.78,False,,,
AT,2022-08-15,30.6,24.14,32.99,-2.39,True,AT-2022-08-15,1,4
AT,2022-08-16,30.13,24.24,32.63,-2.5,True,AT-2022-08-15,2,4
AT,2022-08-17,32.98,26.46,32.29,0.69,True,AT-2022-08-15,3,4
AT,2022-08-18,34.27,26.19,32.27,2.0,True,AT-2022-08-15,4,4
AT,2022-08-19,29.4,23.72,32.22,-2.82,False,,,
AT,2022-08-20,26.42,20.84,31.87,-5.45,False,,,
AT,2022-08-21,21.52,18.99,31.78,-10.26,False,,,
AT,2022-08-22,18.72,16.86,31.69,-12.97,False,,,
AT,2022-08-23,20.34,17.35,31.38,-11.04,False,,,
AT,2022-08-24,24.4,20.58,31.39,-6.99,False,,,
AT,2022-08-25,26.46,22.11,31.39,-4.93,False,,,
AT,2022-08-26,29.19,22.78,31.21,-2.02,False,,,
AT,2022-08-27,26.51,21.52,31.21,-4.7,False,,,
AT,2022-08-28,24.19,20.32,31.19,-7.0,False,,,
AT,2022-08-29,24.56,20.31,31.13,-6.57,False,,,
AT,2022-08-30,25.34,20.22,30.76,-5.42,False,,,
AT,2022-08-31,22.81,18.36,30.55,-7.74,False,,,
AT,2022-09-01,21.9,17.56,30.28,-8.38,False,,,
AT,2022-09-02,21.09,16.18,30.17,-9.08,False,,,
AT,2022-09-03,24.18,17.73,30.04,-5.86,False,,,
AT,2022-09-04,22.8,18.49,29.76,-6.96,False,,,
AT,2022-09-05,23.88,18.85,29.35,-5.47,False,,,
AT,2022-09-06,24.93,19.48,29.14,-4.21,False,,,
AT,2022-09-07,25.92,19.92,28.6,-2.68,False,,,
AT,2022-09-08,26.39,18.93,27.84,-1.45,False,,,
AT,2022-09-09,22.65,17.43,27.63,-4.98,False,,,
AT,2022-09-10,21.28,16.93,27.63,-6.35,False,,,
AT,2022-09-11,19.06,15.65,27.31,-8.25,False,,,
AT,2022-09-12,20.44,16.23,27.12,-6.68,False,,,
AT,2022-09-13,23.12,17.22,27.12,-4.0,False,,,
AT,2022-09-14,23.44,19.14,27.31,-3.87,False,,,
AT,2022-09-15,23.08,19.14,27.31,-4.23,False,,,
AT,2022-09-16,18.7,14.92,27.22,-8.52,False,,,
AT,2022-09-17,13.46,11.47,27.06,-13.6,False,,,
AT,2022-09-18,14.42,11.29,27.03,-12.61,False,,,
AT,2022-09-19,13.18,10.6,26.86,-13.68,False,,,
AT,2022-09-20,14.86,10.45,26.51,-11.65,False,,,
AT,2022-09-21,14.61,10.5,25.97,-11.36,False,,,
AT,2022-09-22,15.77,10.52,25.94,-10.17,False,,,
AT,2022-09-23,16.3,10.25,25.85,-9.55,False,,,
AT,2022-09-24,17.86,12.01,25.25,-7.39,False,,,
AT,2022-09-25,15.75,12.66,25.16,-9.41,False,,,
AT,2022-09-26,17.67,13.52,24.84,-7.17,False,,,
AT,2022-09-27,14.08,11.66,24.64,-10.56,False,,,
AT,2022-09-28,16.86,11.86,23.45,-6.59,False,,,
AT,2022-09-29,14.5,11.52,22.92,-8.42,False,,,
AT,2022-09-30,15.91,12.66,22.86,-6.95,False,,,
AT,2022-10-01,17.27,13.7,22.86,-5.59,False,,,
AT,2022-10-02,15.99,13.44,22.64,-6.65,False,,,
AT,2022-10-03,15.71,12.81,22.47,-6.76,False,,,
AT,2022-10-04,16.76,12.24,22.45,-5.69,False,,,
AT,2022-10-05,18.7,12.19,22.3,-3.6,False,,,
AT,2022-10-06,22.45,15.1,22.27,0.18,True,,,
AT,2022-10-07,20.25,14.6,22.14,-1.89,False,,,
AT,2022-10-08,20.32,14.97,21.95,-1.63,False,,,
AT,2022-10-09,15.92,12.33,21.68,-5.76,False,,,
AT,2022-10-10,17.63,12.39,21.56,-3.93,False,,,
AT,2022-10-11,18.56,14.0,21.01,-2.45,False,,,
AT,2022-10-12,16.8,13.23,20.88,-4.08,False,,,
AT,2022-10-13,15.45,11.27,20.82,-5.37,False,,,
AT,2022-10-14,17.25,12.49,20.8,-3.55,False,,,
AT,2022-10-15,15.57,12.9,20.77,-5.2,False,,,
AT,2022-10-16,19.67,14.2,20.73,-1.06,False,,,
AT,2022-10-17,21.29,15.29,20.62,0.67,True,,,
AT,2022-10-18,19.24,14.38,20.59,-1.35,False,,,
AT,2022-10-19,17.94,13.34,20.22,-2.28,False,,,
AT,2022-10-20,14.18,10.0,19.75,-5.57,False,,,
AT,2022-10-21,14.21,10.49,19.5,-5.29,False,,,
AT,2022-10-22,14.99,11.37,19.28,-4.29,False,,,
AT,2022-10-23,16.85,12.17,19.17,-2.32,False,,,
AT,2022-10-24,18.24,14.25,18.67,-0.43,False,,,
AT,2022-10-25,19.16,14.2,18.46,0.7,True,,,
AT,2022-10-26,15.0,11.14,18.27,-3.27,False,,,
AT,2022-10-27,18.35,12.91,18.24,0.11,True,,,
AT,2022-10-28,15.32,11.65,18.01,-2.69,False,,,
AT,2022-10-29,15.43,11.81,17.77,-2.34,False,,,
AT,2022-10-30,16.18,12.13,17.68,-1.5,False,,,
AT,2022-10-31,14.69,11.67,17.62,-2.93,False,,,
AT,2022-11-01,15.33,11.52,17.61,-2.28,False,,,
AT,2022-11-02,17.97,13.53,17.44,0.53,True,,,
AT,2022-11-03,16.55,11.75,17.23,-0.68,False,,,
AT,2022-11-04,12.43,10.07,17.01,-4.58,False,,,
AT,2022-11-05,11.27,8.53,16.95,-5.68,False,,,
AT,2022-11-06,11.3,6.97,16.91,-5.61,False,,,
AT,2022-11-07,15.04,9.25,16.57,-1.53,False,,,
AT,2022-11-08,13.29,7.36,16.43,-3.14,False,,,
AT,2022-11-09,9.81,6.78,15.74,-5.93,False,,,
AT,2022-11-10,12.53,8.72,15.29,-2.76,False,,,
AT,2022-11-11,12.87,8.45,15.18,-2.31,False,,,
AT,2022-11-12,13.23,8.05,15.06,-1.83,False,,,
AT,2022-11-13,11.21,6.74,14.98,-3.77,False,,,
AT,2022-11-14,10.59,7.32,14.45,-3.86,False,,,
AT,2022-11-15,10.27,7.35,14.17,-3.9,False,,,
AT,2022-11-16,8.64,7.15,14.06,-5.42,False,,,
AT,2022-11-17,8.57,6.46,13.85,-5.28,False,,,
AT,2022-11-18,8.12,4.39,13.24,-5.12,False,,,
AT,2022-11-19,1.81,0.11,12.88,-11.07,False,,,
AT,2022-11-20,7.33,2.63,12.65,-5.32,False,,,
AT,2022-11-21,8.79,3.24,12.56,-3.77,False,,,
AT,2022-11-22,5.64,2.96,12.25,-6.61,False,,,
AT,2022-11-23,5.77,4.11,11.62,-5.85,False,,,
AT,2022-11-24,7.72,5.42,11.35,-3.63,False,,,
AT,2022-11-25,9.27,5.0,10.91,-1.64,False,,,
AT,2022-11-26,9.47,6.36,10.34,-0.87,False,,,
AT,2022-11-27,7.78,3.62,9.96,-2.18,False,,,
AT,2022-11-28,5.99,3.49,9.47,-3.48,False,,,
AT,2022-11-29,4.4,2.64,9.23,-4.83,False,,,
AT,2022-11-30,4.37,2.44,9.2,-4.83,False,,,
AT,2022-12-01,3.36,1.4,9.2,-5.84,False,,,
AT,2022-12-02,1.54,0.44,9.01,-7.47,False,,,
AT,2022-12-03,4.1,2.53,8.98,-4.88,False,,,
AT,2022-12-04,4.79,3.56,8.98,-4.19,False,,,
AT,2022-12-05,5.02,3.35,9.06,-4.04,False,,,
AT,2022-12-06,5.78,3.73,9.07,-3.29,False,,,
AT,2022-12-07,5.97,3.28,9.06,-3.09,False,,,
AT,2022-12-08,5.08,2.32,9.01,-3.93,False,,,
AT,2022-12-09,4.18,2.55,9.01,-4.83,False,,,
AT,2022-12-10,2.86,2.08,9.06,-6.2,False,,,
AT,2022-12-11,1.28,-0.26,9.1,-7.82,False,,,
AT,2022-12-12,-0.01,-2.12,9.24,-9.25,False,,,
AT,2022-12-13,0.12,-3.9,9.33,-9.21,False,,,
AT,2022-12-14,-0.07,-1.73,9.43,-9.5,False,,,
AT,2022-12-15,1.97,-0.0,9.69,-7.72,False,,,
AT,2022-12-16,2.22,0.4,9.96,-7.74,False,,,
AT,2022-12-17,1.4,-0.81,10.21,-8.81,False,,,
AT,2022-12-18,-1.29,-3.75,10.26,-11.55,False,,,
AT,2022-12-19,0.23,-1.53,10.51,-10.28,False,,,
AT,2022-12-20,0.46,-1.65,10.51,-10.05,False,,,
AT,2022-12-21,0.07,-1.62,10.51,-10.44,False,,,
AT,2022-12-22,5.91,0.63,10.53,-4.62,False,,,
AT,2022-12-23,9.78,4.96,10.94,-1.16,False,,,
AT,2022-12-24,12.06,8.72,11.04,1.02,True,,,
AT,2022-12-25,10.49,6.69,11.08,-0.59,False,,,
AT,2022-12-26,9.87,6.24,11.34,-1.47,False,,,
AT,2022-12-27,9.82,5.23,11.34,-1.52,False,,,
AT,2022-12-28,5.25,0.77,11.34,-6.09,False,,,
AT,2022-12-29,3.14,-0.58,11.34,-8.2,False,,,
AT,2022-12-30,7.48,2.11,11.18,-3.7,False,,,
AT,2022-12-31,7.85,3.83,10.97,-3.12,False,,,
AT,2023-01-01,6.94,3.46,10.64,-3.7,False,,,
AT,2023-01-02,5.32,3.35,10.53,-5.21,False,,,
AT,2023-01-03,8.98,5.64,9.93,-0.95,False,,,
AT,2023-01-04,10.61,5.15,10.47,0.14,True,,,
AT,2023-01-05,12.26,9.92,10.56,1.7,True,,,
AT,2023-01-06,10.8,7.55,9.84,0.96,True,,,
AT,2023-01-07,10.62,6.29,9.51,1.11,True,,,
AT,2023-01-08,4.56,2.93,9.04,-4.48,False,,,
AT,2023-01-09,7.11,4.94,9.0,-1.89,False,,,
AT,2023-01-10,7.55,4.96,9.0,-1.45,False,,,
AT,2023-01-11,7.3,3.37,8.67,-1.37,False,,,
AT,2023-01-12,10.56,6.63,8.37,2.19,True,,,
AT,2023-01-13,7.74,5.04,8.03,-0.29,False,,,
AT,2023-01-14,9.84,5.45,7.74,2.1,True,,,
AT,2023-01-15,7.43,4.75,7.69,-0.26,False,,,
AT,2023-01-16,4.48,2.35,7.69,-3.21,False,,,
AT,2023-01-17,6.16,2.94,7.62,-1.46,False,,,
AT,2023-01-18,6.01,2.73,7.59,-1.58,False,,,
AT,2023-01-19,3.3,1.0,7.69,-4.39,False,,,
AT,2023-01-20,1.59,-0.55,7.69,-6.1,False,,,
AT,2023-01-21,0.74,-0.45,8.06,-7.32,False,,,
AT,2023-01-22,1.11,0.02,8.48,-7.37,False,,,
AT,2023-01-23,2.49,1.06,9.34,-6.85,False,,,
AT,2023-01-24,3.41,2.12,9.38,-5.97,False,,,
AT,2023-01-25,2.65,1.81,9.56,-6.91,False,,,
AT,2023-01-26,1.71,0.58,9.72,-8.01,False,,,
AT,2023-01-27,1.29,-0.3,9.84,-8.55,False,,,
AT,2023-01-28,0.64,-0.34,9.97,-9.33,False,,,
AT,2023-01-29,0.52,-1.97,10.87,-10.35,False,,,
AT,2023-01-30,3.86,1.05,10.87,-7.01,False,,,
AT,2023-01-31,5.82,3.74,11.52,-5.7,False,,,
AT,2023-02-01,6.5,4.22,11.52,-5.02,False,,,
AT,2023-02-02,5.93,2.97,11.92,-5.99,False,,,
AT,2023-02-03,6.99,4.59,12.11,-5.12,False,,,
AT,2023-02-04,5.86,2.35,12.01,-6.15,False,,,
AT,2023-02-05,0.85,-2.06,11.92,-11.07,False,,,
AT,2023-02-06,-0.31,-3.73,11.7,-12.01,False,,,
AT,2023-02-07,0.63,-3.88,11.7,-11.07,False,,,
AT,2023-02-08,0.98,-3.41,11.7,-10.72,False,,,
AT,2023-02-09,3.37,-1.89,11.7,-8.33,False,,,
AT,2023-02-10,5.21,-0.42,11.76,-6.55,False,,,
AT,2023-02-11,7.65,3.09,11.86,-4.21,False,,,
AT,2023-02-12,8.44,5.05,12.09,-3.65,False,,,
AT,2023-02-13,8.26,4.49,12.09,-3.83,False,,,
AT,2023-02-14,7.35,2.43,12.37,-5.02,False,,,
AT,2023-02-15,6.13,1.44,12.57,-6.44,False,,,
AT,2023-02-16,8.28,2.67,12.89,-4.61,False,,,
AT,2023-02-17,13.05,8.96,13.04,0.01,True,,,
AT,2023-02-18,15.42,12.37,13.04,2.38,True,,,
AT,2023-02-19,13.04,9.54,13.16,-0.12,False,,,
AT,2023-02-20,12.93,8.74,13.44,-0.51,False,,,
AT,2023-02-21,14.54,9.79,13.61,0.93,True,,,
AT,2023-02-22,13.72,8.25,13.61,0.11,True,,,
AT,2023-02-23,12.07,7.07,13.65,-1.58,False,,,
AT,2023-02-24,13.99,8.61,13.74,0.25,True,,,
AT,2023-02-25,8.82,5.11,13.9,-5.08,False,,,
AT,2023-02-26,3.29,0.78,13.74,-10.45,False,,,
AT,2023-02-27,2.56,0.07,13.9,-11.34,False,,,
AT,2023-02-28,4.84,0.67,14.05,-9.21,False,,,
AT,2023-03-01,6.26,2.36,14.09,-7.83,False,,,
AT,2023-03-02,9.61,4.47,14.09,-4.48,False,,,
AT,2023-03-03,10.35,3.91,14.09,-3.74,False,,,
AT,2023-03-04,10.6,4.53,14.74,-4.14,False,,,
AT,2023-03-05,6.33,3.44,15.02,-8.69,False,,,
AT,2023-03-06,7.16,3.33,14.86,-7.7,False,,,
AT,2023-03-07,8.9,4.06,15.02,-6.12,False,,,
AT,2023-03-08,11.12,6.65,15.07,-3.95,False,,,
AT,2023-03-09,15.06,9.8,15.19,-0.13,False,,,
AT,2023-03-10,15.19,8.94,15.66,-0.47,False,,,
AT,2023-03-11,7.93,4.15,15.71,-7.78,False,,,
AT,2023-03-12,8.4,3.68,15.41,-7.01,False,,,
AT,2023-03-13,14.34,8.89,16.17,-1.83,False,,,
AT,2023-03-14,13.47,8.85,16.67,-3.2,False,,,
AT,2023-03-15,8.42,5.22,16.67,-8.25,False,,,
AT,2023-03-16,8.21,3.06,17.26,-9.05,False,,,
AT,2023-03-17,11.63,5.61,17.39,-5.76,False,,,
AT,2023-03-18,12.88,6.74,17.39,-4.51,False,,,
AT,2023-03-19,13.9,7.86,17.83,-3.93,False,,,
AT,2023-03-20,15.58,10.81,17.47,-1.89,False,,,
AT,2023-03-21,15.97,11.15,17.85,-1.88,False,,,
AT,2023-03-22,18.67,12.31,18.3,0.37,True,,,
AT,2023-03-23,20.21,12.57,18.61,1.6,True,,,
AT,2023-03-24,19.4,13.24,19.04,0.36,True,,,
AT,2023-03-25,14.36,11.08,19.4,-5.04,False,,,
AT,2023-03-26,15.27,10.51,19.45,-4.18,False,,,
AT,2023-03-27,8.78,5.9,20.03,-11.25,False,,,
AT,2023-03-28,6.84,3.38,20.22,-13.38,False,,,
AT,2023-03-29,8.18,4.5,20.29,-12.11,False,,,
AT,2023-03-30,15.19,9.94,20.31,-5.12,False,,,
AT,2023-03-31,17.54,12.01,20.4,-2.86,False,,,
AT,2023-04-01,14.44,10.75,20.59,-6.15,False,,,
AT,2023-04-02,10.94,8.12,20.66,-9.72,False,,,
AT,2023-04-03,6.57,4.01,20.69,-14.12,False,,,
AT,2023-04-04,5.92,1.84,20.71,-14.79,False,,,
AT,2023-04-05,7.13,2.01,20.79,-13.66,False,,,
AT,2023-04-06,10.23,4.31,21.2,-10.97,False,,,
AT,2023-04-07,9.53,5.17,21.3,-11.77,False,,,
AT,2023-04-08,5.9,3.73,21.69,-15.79,False,,,
AT,2023-04-09,9.57,5.46,21.42,-11.85,False,,,
AT,2023-04-10,13.08,7.63,21.7,-8.62,False,,,
AT,2023-04-11,12.43,7.61,21.7,-9.27,False,,,
AT,2023-04-12,14.34,9.24,21.95,-7.61,False,,,
AT,2023-04-13,9.39,7.89,22.06,-12.67,False,,,
AT,2023-04-14,6.54,4.74,22.06,-15.52,False,,,
AT,2023-04-15,9.07,5.9,22.06,-12.99,False,,,
AT,2023-04-16,11.74,7.87,22.06,-10.32,False,,,
AT,2023-04-17,15.54,10.78,22.06,-6.52,False,,,
AT,2023-04-18,13.39,10.66,22.21,-8.82,False,,,
AT,2023-04-19,10.9,8.81,22.23,-11.33,False,,,
AT,2023-04-20,14.99,9.78,22.28,-7.29,False,,,
AT,2023-04-21,17.68,11.98,22.44,-4.76,False,,,
AT,2023-04-22,19.72,13.47,22.77,-3.05,False,,,
AT,2023-04-23,20.77,14.42,23.32,-2.55,False,,,
AT,2023-04-24,13.87,11.53,23.28,-9.41,False,,,
AT,2023-04-25,14.68,9.99,23.28,-8.6,False,,,
AT,2023-04-26,11.67,8.15,23.42,-11.75,False,,,
AT,2023-04-27,14.22,9.02,23.32,-9.1,False,,,
AT,2023-04-28,16.36,10.7,23.32,-6.96,False,,,
AT,2023-04-29,18.48,13.23,23.28,-4.8,False,,,
AT,2023-04-30,15.91,12.17,23.28,-7.37,False,,,
AT,2023-05-01,18.18,12.42,23.24,-5.06,False,,,
AT,2023-05-02,16.08,13.06,23.25,-7.17,False,,,
AT,2023-05-03,16.39,12.49,23.32,-6.93,False,,,
AT,2023-05-04,17.94,12.43,23.43,-5.49,False,,,
AT,2023-05-05,21.48,14.88,23.84,-2.36,False,,,
AT,2023-05-06,20.5,15.5,23.84,-3.34,False,,,
AT,2023-05-07,18.59,13.63,23.73,-5.14,False,,,
AT,2023-05-08,15.67,10.78,23.62,-7.95,False,,,
AT,2023-05-09,16.34,11.91,23.62,-7.28,False,,,
